EBOM_ID,Batch_ID,Product_ID,Part_ID,Quantity_Per_Unit,Revision_Number,Effective_Date,Status,Engineering_Approval,Quality_Approval,Manufacturing_Approval,Notes
EBOM10143,PB00124,PRD10001,PRT20015,1,C,2025-01-15,Active,ENG131,QA464,MFG797,"Optimized design with enhanced filtration"
EBOM10144,PB00124,PRD10001,PRT20016,2,C,2025-01-15,Active,ENG131,QA464,MFG797,"Optimized design with enhanced filtration"
EBOM10145,PB00143,PRD10001,PRT20001,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10146,PB00143,PRD10001,PRT20002,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10147,PB00143,PRD10001,PRT20003,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10148,PB00143,PRD10001,PRT20004,2,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10149,PB00143,PRD10001,PRT20005,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10150,PB00143,PRD10001,PRT20006,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10151,PB00143,PRD10001,PRT20007,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10152,PB00143,PRD10001,PRT20008,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10153,PB00143,PRD10001,PRT20009,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10154,PB00143,PRD10001,PRT20010,2,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10155,PB00143,PRD10001,PRT20011,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10156,PB00143,PRD10001,PRT20012,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10157,PB00143,PRD10001,PRT20013,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10158,PB00143,PRD10001,PRT20014,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10159,PB00143,PRD10001,PRT20015,1,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10160,PB00143,PRD10001,PRT20016,2,D,2025-02-01,Active,ENG132,QA465,MFG798,"Final production design with durability improvements"
EBOM10161,PB00163,PRD10001,PRT20001,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10162,PB00163,PRD10001,PRT20002,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10163,PB00163,PRD10001,PRT20003,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10164,PB00163,PRD10001,PRT20004,2,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10165,PB00163,PRD10001,PRT20005,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10166,PB00163,PRD10001,PRT20006,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10167,PB00163,PRD10001,PRT20007,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10168,PB00163,PRD10001,PRT20008,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10169,PB00163,PRD10001,PRT20009,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10170,PB00163,PRD10001,PRT20010,2,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10171,PB00163,PRD10001,PRT20011,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10172,PB00163,PRD10001,PRT20012,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10173,PB00163,PRD10001,PRT20013,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10174,PB00163,PRD10001,PRT20014,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10175,PB00163,PRD10001,PRT20015,1,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10176,PB00163,PRD10001,PRT20016,2,D,2025-02-01,Active,ENG133,QA466,MFG799,"Final production design with durability improvements"
EBOM10177,PB00183,PRD10001,PRT20001,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10178,PB00183,PRD10001,PRT20002,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10179,PB00183,PRD10001,PRT20003,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10180,PB00183,PRD10001,PRT20004,2,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10181,PB00183,PRD10001,PRT20005,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10182,PB00183,PRD10001,PRT20006,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10183,PB00183,PRD10001,PRT20007,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10184,PB00183,PRD10001,PRT20008,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10185,PB00183,PRD10001,PRT20009,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10186,PB00183,PRD10001,PRT20010,2,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10187,PB00183,PRD10001,PRT20011,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10188,PB00183,PRD10001,PRT20012,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10189,PB00183,PRD10001,PRT20013,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10190,PB00183,PRD10001,PRT20014,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10191,PB00183,PRD10001,PRT20015,1,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10192,PB00183,PRD10001,PRT20016,2,D,2025-02-01,Active,ENG134,QA467,MFG800,"Final production design with durability improvements"
EBOM10193,PB00185,PRD10001,PRT20001,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10194,PB00185,PRD10001,PRT20002,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10195,PB00185,PRD10001,PRT20003,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10196,PB00185,PRD10001,PRT20004,2,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10197,PB00185,PRD10001,PRT20005,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10198,PB00185,PRD10001,PRT20006,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10199,PB00185,PRD10001,PRT20007,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10200,PB00185,PRD10001,PRT20008,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10201,PB00185,PRD10001,PRT20009,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10202,PB00185,PRD10001,PRT20010,2,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10203,PB00185,PRD10001,PRT20011,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10204,PB00185,PRD10001,PRT20012,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10205,PB00185,PRD10001,PRT20013,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10206,PB00185,PRD10001,PRT20014,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10207,PB00185,PRD10001,PRT20015,1,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10208,PB00185,PRD10001,PRT20016,2,D,2025-02-01,Active,ENG135,QA468,MFG801,"Final production design with durability improvements"
EBOM10209,PB00204,PRD10001,PRT20001,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10210,PB00204,PRD10001,PRT20002,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10211,PB00204,PRD10001,PRT20003,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10212,PB00204,PRD10001,PRT20004,2,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10213,PB00204,PRD10001,PRT20005,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10214,PB00204,PRD10001,PRT20006,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10215,PB00204,PRD10001,PRT20007,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10216,PB00204,PRD10001,PRT20008,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10217,PB00204,PRD10001,PRT20009,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10218,PB00204,PRD10001,PRT20010,2,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10219,PB00204,PRD10001,PRT20011,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10220,PB00204,PRD10001,PRT20012,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10221,PB00204,PRD10001,PRT20013,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10222,PB00204,PRD10001,PRT20014,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10223,PB00204,PRD10001,PRT20015,1,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10224,PB00204,PRD10001,PRT20016,2,E,2025-03-01,Active,ENG136,QA469,MFG802,"Latest design with extended service life"
EBOM10225,PB00224,PRD10001,PRT20001,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10226,PB00224,PRD10001,PRT20002,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10227,PB00224,PRD10001,PRT20003,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10228,PB00224,PRD10001,PRT20004,2,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10229,PB00224,PRD10001,PRT20005,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10230,PB00224,PRD10001,PRT20006,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10231,PB00224,PRD10001,PRT20007,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10232,PB00224,PRD10001,PRT20008,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10233,PB00224,PRD10001,PRT20009,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10234,PB00224,PRD10001,PRT20010,2,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10235,PB00224,PRD10001,PRT20011,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10236,PB00224,PRD10001,PRT20012,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10237,PB00224,PRD10001,PRT20013,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10238,PB00224,PRD10001,PRT20014,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10239,PB00224,PRD10001,PRT20015,1,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10240,PB00224,PRD10001,PRT20016,2,E,2025-03-01,Active,ENG137,QA470,MFG803,"Latest design with extended service life"
EBOM10241,PB00244,PRD10001,PRT20001,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10242,PB00244,PRD10001,PRT20002,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10243,PB00244,PRD10001,PRT20003,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10244,PB00244,PRD10001,PRT20004,2,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10245,PB00244,PRD10001,PRT20005,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10246,PB00244,PRD10001,PRT20006,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10247,PB00244,PRD10001,PRT20007,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10248,PB00244,PRD10001,PRT20008,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10249,PB00244,PRD10001,PRT20009,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10250,PB00244,PRD10001,PRT20010,2,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10251,PB00244,PRD10001,PRT20011,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10252,PB00244,PRD10001,PRT20012,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10253,PB00244,PRD10001,PRT20013,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10254,PB00244,PRD10001,PRT20014,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10255,PB00244,PRD10001,PRT20015,1,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10256,PB00244,PRD10001,PRT20016,2,E,2025-03-01,Active,ENG138,QA471,MFG804,"Latest design with extended service life"
EBOM10257,PB00246,PRD10001,PRT20001,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10258,PB00246,PRD10001,PRT20002,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10259,PB00246,PRD10001,PRT20003,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10260,PB00246,PRD10001,PRT20004,2,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10261,PB00246,PRD10001,PRT20005,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10262,PB00246,PRD10001,PRT20006,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10263,PB00246,PRD10001,PRT20007,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10264,PB00246,PRD10001,PRT20008,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10265,PB00246,PRD10001,PRT20009,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10266,PB00246,PRD10001,PRT20010,2,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10267,PB00246,PRD10001,PRT20011,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10268,PB00246,PRD10001,PRT20012,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10269,PB00246,PRD10001,PRT20013,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10270,PB00246,PRD10001,PRT20014,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10271,PB00246,PRD10001,PRT20015,1,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
EBOM10272,PB00246,PRD10001,PRT20016,2,E,2025-03-01,Active,ENG139,QA472,MFG805,"Latest design with extended service life"
